univ,country,docs,cites,cpp,top_papers,subject
GEORGE WASHINGTON UNIVERSITY,USA,324.0,12846.0,39.65,4.0,MATERIALS SCIENCE
LOVELY PROFESSIONAL UNIVERSITY,INDIA,823.0,12815.0,15.57,5.0,MATERIALS SCIENCE
MACDIARMID INSTITUTE,NEW ZEALAND,367.0,12811.0,34.91,8.0,MATERIALS SCIENCE
UNIVERSITY OF TARTU,ESTONIA,573.0,12811.0,22.36,3.0,MATERIALS SCIENCE
HANOI UNIVERSITY OF SCIENCE & TECHNOLOGY (HUST),VIETNAM,874.0,12791.0,14.64,2.0,MATERIALS SCIENCE
LABORATORIO ASSOCIADO ICVS 3B'S,PORTUGAL,399.0,12783.0,32.04,6.0,MATERIALS SCIENCE
CHINA WEST NORMAL UNIVERSITY,CHINA MAINLAND,349.0,12777.0,36.61,7.0,MATERIALS SCIENCE
UNITED STATES FOREST SERVICE,USA,335.0,12775.0,38.13,6.0,MATERIALS SCIENCE
SHENYANG AEROSPACE UNIVERSITY,CHINA MAINLAND,1025.0,12746.0,12.44,5.0,MATERIALS SCIENCE
IOFFE PHYSICAL TECHNICAL INSTITUTE,RUSSIA,978.0,12714.0,13.0,2.0,MATERIALS SCIENCE
XINYANG NORMAL UNIVERSITY,CHINA MAINLAND,489.0,12705.0,25.98,2.0,MATERIALS SCIENCE
IMAM KHOMEINI INTERNATIONAL UNIVERSITY,IRAN,546.0,12678.0,23.22,1.0,MATERIALS SCIENCE
KING FAISAL UNIVERSITY,SAUDI ARABIA,842.0,12675.0,15.05,2.0,MATERIALS SCIENCE
GEORGE MASON UNIVERSITY,USA,344.0,12670.0,36.83,12.0,MATERIALS SCIENCE
VTT TECHNICAL RESEARCH CENTER FINLAND,FINLAND,696.0,12661.0,18.19,3.0,MATERIALS SCIENCE
KAROLINSKA INSTITUTET,SWEDEN,408.0,12652.0,31.01,4.0,MATERIALS SCIENCE
JIANGXI SCIENCE & TECHNOLOGY NORMAL UNIVERSITY,CHINA MAINLAND,514.0,12650.0,24.61,9.0,MATERIALS SCIENCE
SHAOXING UNIVERSITY,CHINA MAINLAND,818.0,12648.0,15.46,6.0,MATERIALS SCIENCE
VIETNAM NATIONAL UNIVERSITY HO CHI MINH CITY (VNUHCM) SYSTEM,VIETNAM,963.0,12634.0,13.12,2.0,MATERIALS SCIENCE
ECOLE NATIONALE SUPERIEURE DE MECANIQUE ET D'AEROTECHNIQUE (ISAE-ENSMA),FRANCE,518.0,12632.0,24.39,1.0,MATERIALS SCIENCE
ECOLE DE TECHNOLOGIE SUPERIEURE - CANADA,CANADA,683.0,12616.0,18.47,2.0,MATERIALS SCIENCE
BENI SUEF UNIVERSITY,EGYPT,639.0,12615.0,19.74,0.0,MATERIALS SCIENCE
NATIONAL ENERGY TECHNOLOGY LABORATORY - USA,USA,409.0,12614.0,30.84,4.0,MATERIALS SCIENCE
ISTITUTO DI NANOTECNOLOGIA (NANOTEC-CNR),ITALY,566.0,12592.0,22.25,4.0,MATERIALS SCIENCE
JEJU NATIONAL UNIVERSITY,SOUTH KOREA,442.0,12574.0,28.45,3.0,MATERIALS SCIENCE
OKLAHOMA STATE UNIVERSITY SYSTEM,USA,511.0,12561.0,24.58,4.0,MATERIALS SCIENCE
UNIVERSITY OF IOANNINA,GREECE,525.0,12560.0,23.92,2.0,MATERIALS SCIENCE
UNIVERSITY OF MISSOURI KANSAS CITY,USA,206.0,12550.0,60.92,7.0,MATERIALS SCIENCE
LUXEMBOURG INSTITUTE OF SCIENCE & TECHNOLOGY,LUXEMBOURG,505.0,12529.0,24.81,11.0,MATERIALS SCIENCE
SCIENTIFIC & PRACTICAL MATERIALS RESEARCH CENTRE OF THE NATIONAL ACADEMY OF SCIENCES OF BELARUS,BELARUS,417.0,12503.0,29.98,8.0,MATERIALS SCIENCE
YAMAGATA UNIVERSITY,JAPAN,632.0,12485.0,19.75,2.0,MATERIALS SCIENCE
NINGXIA UNIVERSITY,CHINA MAINLAND,885.0,12474.0,14.09,6.0,MATERIALS SCIENCE
KUMAMOTO UNIVERSITY,JAPAN,792.0,12435.0,15.7,4.0,MATERIALS SCIENCE
SHENZHEN POLYTECHNIC UNIVERSITY,CHINA MAINLAND,636.0,12433.0,19.55,11.0,MATERIALS SCIENCE
CHINA AGRICULTURAL UNIVERSITY,CHINA MAINLAND,581.0,12424.0,21.38,5.0,MATERIALS SCIENCE
UNIVERSITY OF GEORGIA,USA,467.0,12402.0,26.56,3.0,MATERIALS SCIENCE
INSTITUT LAUE-LANGEVIN (ILL),FRANCE,714.0,12368.0,17.32,3.0,MATERIALS SCIENCE
NATIONAL INSTITUTE OF TECHNOLOGY WARANGAL,INDIA,966.0,12361.0,12.8,5.0,MATERIALS SCIENCE
MINES PARISTECH,FRANCE,606.0,12360.0,20.4,1.0,MATERIALS SCIENCE
"INSTITUTE OF ELECTRICAL ENGINEERING, CAS",CHINA MAINLAND,493.0,12335.0,25.02,9.0,MATERIALS SCIENCE
HESAM UNIVERSITE,FRANCE,591.0,12325.0,20.85,8.0,MATERIALS SCIENCE
HELWAN UNIVERSITY,EGYPT,663.0,12324.0,18.59,6.0,MATERIALS SCIENCE
VETERANS HEALTH ADMINISTRATION (VHA),USA,292.0,12307.0,42.15,6.0,MATERIALS SCIENCE
JINGDEZHEN CERAMIC INSTITUTE,CHINA MAINLAND,827.0,12294.0,14.87,11.0,MATERIALS SCIENCE
STEVENS INSTITUTE OF TECHNOLOGY,USA,372.0,12247.0,32.92,4.0,MATERIALS SCIENCE
HARBIN MEDICAL UNIVERSITY,CHINA MAINLAND,525.0,12243.0,23.32,10.0,MATERIALS SCIENCE
LAOSHAN LABORATORY,CHINA MAINLAND,473.0,12240.0,25.88,11.0,MATERIALS SCIENCE
DORTMUND UNIVERSITY OF TECHNOLOGY,GERMANY (FED REP GER),805.0,12236.0,15.2,1.0,MATERIALS SCIENCE
INDUSTRIAL TECHNOLOGY RESEARCH INSTITUTE - TAIWAN,TAIWAN,608.0,12226.0,20.11,3.0,MATERIALS SCIENCE
UNIVERSITI MALAYSIA PERLIS,MALAYSIA,898.0,12214.0,13.6,2.0,MATERIALS SCIENCE
UNIVERSITY OF OVIEDO,SPAIN,614.0,12171.0,19.82,2.0,MATERIALS SCIENCE
SHAHID BEHESHTI UNIVERSITY,IRAN,726.0,12151.0,16.74,1.0,MATERIALS SCIENCE
INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE,FRANCE,563.0,12092.0,21.48,2.0,MATERIALS SCIENCE
DALIAN JIAOTONG UNIVERSITY,CHINA MAINLAND,964.0,12083.0,12.53,3.0,MATERIALS SCIENCE
ALIGARH MUSLIM UNIVERSITY,INDIA,526.0,12079.0,22.96,1.0,MATERIALS SCIENCE
HUAIBEI NORMAL UNIVERSITY,CHINA MAINLAND,483.0,12063.0,24.98,12.0,MATERIALS SCIENCE
MALAVIYA NATIONAL INSTITUTE OF TECHNOLOGY JAIPUR,INDIA,783.0,12058.0,15.4,2.0,MATERIALS SCIENCE
INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE RENNES,FRANCE,264.0,12055.0,45.66,7.0,MATERIALS SCIENCE
UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,SPAIN,557.0,12048.0,21.63,4.0,MATERIALS SCIENCE
UNIVERSIDAD DE CHILE,CHILE,587.0,12046.0,20.52,7.0,MATERIALS SCIENCE
YILDIZ TECHNICAL UNIVERSITY,TURKIYE,990.0,12041.0,12.16,0.0,MATERIALS SCIENCE
MOHAMMED V UNIVERSITY IN RABAT,MOROCCO,744.0,12026.0,16.16,3.0,MATERIALS SCIENCE
PHILIPPS UNIVERSITY MARBURG,GERMANY (FED REP GER),382.0,12021.0,31.47,4.0,MATERIALS SCIENCE
KAFRELSHEIKH UNIVERSITY,EGYPT,462.0,12017.0,26.01,3.0,MATERIALS SCIENCE
UNIVERSIDAD AUTONOMA DE NUEVO LEON,MEXICO,833.0,11973.0,14.37,1.0,MATERIALS SCIENCE
CHONGQING JIAOTONG UNIVERSITY,CHINA MAINLAND,1111.0,11967.0,10.77,5.0,MATERIALS SCIENCE
"ISTITUTO PER I POLIMERI, COMPOSITI E BIOMATERIALI (IPCB-CNR)",ITALY,527.0,11937.0,22.65,6.0,MATERIALS SCIENCE
INSTITUTE OF PHYSICS OF MATERIALS OF THE CZECH ACADEMY OF SCIENCES,CZECH REPUBLIC,744.0,11911.0,16.01,4.0,MATERIALS SCIENCE
UNIVERSITY OF KONSTANZ,GERMANY (FED REP GER),409.0,11899.0,29.09,8.0,MATERIALS SCIENCE
INTERNATIONAL ADVANCED RESEARCH CENTRE FOR POWDER METALLURGY & NEW MATERIALS (ARCI),INDIA,701.0,11889.0,16.96,0.0,MATERIALS SCIENCE
UNIVERSITY OF PESHAWAR,PAKISTAN,678.0,11885.0,17.53,2.0,MATERIALS SCIENCE
UNIVERSITY OF CRETE,GREECE,396.0,11881.0,30.0,5.0,MATERIALS SCIENCE
AALBORG UNIVERSITY,DENMARK,571.0,11864.0,20.78,4.0,MATERIALS SCIENCE
USDA FOREST PRODUCTS LABORATORY,USA,265.0,11836.0,44.66,6.0,MATERIALS SCIENCE
KRASNOYARSK SCIENCE CENTER OF THE SIBERIAN BRANCH OF THE RUSSIAN ACADEMY OF SCIENCES,RUSSIA,593.0,11830.0,19.95,4.0,MATERIALS SCIENCE
KEIO UNIVERSITY,JAPAN,741.0,11825.0,15.96,3.0,MATERIALS SCIENCE
ACADEMY FUNDAMENTAL & INTERDISCIPLINARY SCIENCE,CHINA MAINLAND,215.0,11812.0,54.94,4.0,MATERIALS SCIENCE
WAYNE STATE UNIVERSITY,USA,382.0,11804.0,30.9,2.0,MATERIALS SCIENCE
CENTRO NACIONAL DE INVESTIGACIONES METALURGICAS (CENIM),SPAIN,534.0,11799.0,22.1,2.0,MATERIALS SCIENCE
CTR HIGH PRESSURE SCI & TECHNOL ADV RES,,433.0,11794.0,27.24,10.0,MATERIALS SCIENCE
COLLABORATIVE INNOVATION CENTER FOR ADVANCED SHIP & DEEP SEA EXPLORATION,CHINA MAINLAND,368.0,11779.0,32.01,0.0,MATERIALS SCIENCE
INSTITUT UNIVERSITAIRE DE FRANCE,FRANCE,480.0,11770.0,24.52,7.0,MATERIALS SCIENCE
BULGARIAN ACADEMY OF SCIENCES,BULGARIA,1016.0,11768.0,11.58,3.0,MATERIALS SCIENCE
UNIVERSITY OF PADERBORN,GERMANY (FED REP GER),576.0,11741.0,20.38,3.0,MATERIALS SCIENCE
XIHUA UNIVERSITY,CHINA MAINLAND,828.0,11729.0,14.17,8.0,MATERIALS SCIENCE
AL JOUF UNIVERSITY,SAUDI ARABIA,803.0,11727.0,14.6,4.0,MATERIALS SCIENCE
XUZHOU MEDICAL UNIVERSITY,CHINA MAINLAND,410.0,11710.0,28.56,7.0,MATERIALS SCIENCE
UNIVERSITY OF MADRAS,INDIA,727.0,11709.0,16.11,0.0,MATERIALS SCIENCE
SHENYANG UNIVERSITY OF CHEMICAL TECHNOLOGY,CHINA MAINLAND,687.0,11658.0,16.97,8.0,MATERIALS SCIENCE
JIANGSU UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,838.0,11657.0,13.91,6.0,MATERIALS SCIENCE
VILNIUS UNIVERSITY,LITHUANIA,702.0,11655.0,16.6,4.0,MATERIALS SCIENCE
BABOL NOSHIRVANI UNIVERSITY OF TECHNOLOGY,IRAN,653.0,11650.0,17.84,4.0,MATERIALS SCIENCE
UNIVERSIDAD DE CORDOBA,SPAIN,446.0,11641.0,26.1,9.0,MATERIALS SCIENCE
UNIVERSITY OF KANSAS,USA,397.0,11637.0,29.31,3.0,MATERIALS SCIENCE
UNIVERSITY COLLEGE CORK,IRELAND,508.0,11606.0,22.85,0.0,MATERIALS SCIENCE
CHONGQING NORMAL UNIVERSITY,CHINA MAINLAND,501.0,11605.0,23.16,6.0,MATERIALS SCIENCE
JAIN UNIVERSITY,INDIA,674.0,11601.0,17.21,3.0,MATERIALS SCIENCE
SIMON FRASER UNIVERSITY,CANADA,502.0,11600.0,23.11,6.0,MATERIALS SCIENCE
INSTITUTE OF NANO SCIENCE & TECHNOLOGY (INST),INDIA,543.0,11597.0,21.36,2.0,MATERIALS SCIENCE
CSIC - CENTRO DE QUIMICA Y MATERIALES DE ARAGON (CEQMA),SPAIN,403.0,11578.0,28.73,3.0,MATERIALS SCIENCE
UNIVERSITY OF NEBRASKA MEDICAL CENTER,USA,272.0,11564.0,42.51,6.0,MATERIALS SCIENCE
SOONGSIL UNIVERSITY,SOUTH KOREA,630.0,11564.0,18.36,4.0,MATERIALS SCIENCE
NAGAOKA UNIVERSITY OF TECHNOLOGY,JAPAN,653.0,11558.0,17.7,3.0,MATERIALS SCIENCE
SIKSHA 'O' ANUSANDHAN UNIVERSITY,INDIA,643.0,11545.0,17.95,6.0,MATERIALS SCIENCE
UNIVERSITY OF BUCHAREST,ROMANIA,894.0,11527.0,12.89,2.0,MATERIALS SCIENCE
CHOSUN UNIVERSITY,SOUTH KOREA,987.0,11512.0,11.66,0.0,MATERIALS SCIENCE
KOREA ELECTROTECHNOLOGY RESEARCH INSTITUTE (KERI),SOUTH KOREA,455.0,11487.0,25.25,3.0,MATERIALS SCIENCE
CINVESTAV - CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,MEXICO,1069.0,11477.0,10.74,1.0,MATERIALS SCIENCE
NATIONAL PHYSICAL LABORATORY - UK,ENGLAND,423.0,11475.0,27.13,4.0,MATERIALS SCIENCE
GUANGXI NORMAL UNIVERSITY,CHINA MAINLAND,548.0,11458.0,20.91,5.0,MATERIALS SCIENCE
"INSTITUTE OF BIOPHYSICS, CAS",CHINA MAINLAND,220.0,11453.0,52.06,16.0,MATERIALS SCIENCE
STATE GRID CORPORATION OF CHINA,CHINA MAINLAND,988.0,11453.0,11.59,4.0,MATERIALS SCIENCE
FLORIDA A&M UNIVERSITY,USA,347.0,11435.0,32.95,8.0,MATERIALS SCIENCE
LIAONING PETROCHEMICAL UNIVERSITY,CHINA MAINLAND,683.0,11431.0,16.74,2.0,MATERIALS SCIENCE
ARMY ENGINEERING UNIVERSITY OF PLA,CHINA MAINLAND,754.0,11410.0,15.13,4.0,MATERIALS SCIENCE
SINGAPORE CENTRE FOR 3D PRINTING,SINGAPORE,215.0,11402.0,53.03,16.0,MATERIALS SCIENCE
UNIVERSITY OF BRESCIA,ITALY,542.0,11395.0,21.02,3.0,MATERIALS SCIENCE
COVENTRY UNIVERSITY,ENGLAND,515.0,11385.0,22.11,0.0,MATERIALS SCIENCE
UGC DAE CONSORTIUM FOR SCIENTIFIC RESEARCH,INDIA,1025.0,11351.0,11.07,0.0,MATERIALS SCIENCE
UNIVERSITY OF AGRICULTURE FAISALABAD,PAKISTAN,603.0,11347.0,18.82,3.0,MATERIALS SCIENCE
INDIANA UNIVERSITY SYSTEM,USA,432.0,11342.0,26.25,6.0,MATERIALS SCIENCE
NORTH MINZU UNIVERSITY,CHINA MAINLAND,655.0,11342.0,17.32,13.0,MATERIALS SCIENCE
MENOFIA UNIVERSITY,EGYPT,590.0,11334.0,19.21,2.0,MATERIALS SCIENCE
UNIVERSITY OF MIAMI,USA,465.0,11331.0,24.37,3.0,MATERIALS SCIENCE
JAZAN UNIVERSITY,SAUDI ARABIA,739.0,11327.0,15.33,10.0,MATERIALS SCIENCE
UNIVERSITE SAVOIE MONT BLANC,FRANCE,606.0,11319.0,18.68,3.0,MATERIALS SCIENCE
POSCO,SOUTH KOREA,642.0,11304.0,17.61,1.0,MATERIALS SCIENCE
TABRIZ UNIVERSITY OF MEDICAL SCIENCE,IRAN,353.0,11264.0,31.91,2.0,MATERIALS SCIENCE
UNIVERSITY OF THE FREE STATE,SOUTH AFRICA,545.0,11260.0,20.66,2.0,MATERIALS SCIENCE
YANGTZE NORMAL UNIVERSITY,CHINA MAINLAND,617.0,11251.0,18.24,4.0,MATERIALS SCIENCE
TAMKANG UNIVERSITY,TAIWAN,445.0,11244.0,25.27,11.0,MATERIALS SCIENCE
LEHIGH UNIVERSITY,USA,629.0,11238.0,17.87,4.0,MATERIALS SCIENCE
NATIONAL INSTITUTE OF MATERIALS PHYSICS - ROMANIA,ROMANIA,898.0,11202.0,12.47,2.0,MATERIALS SCIENCE
DANISH HYDRAULIC INSTITUTE (DHI),DENMARK,150.0,11182.0,74.55,8.0,MATERIALS SCIENCE
KING MONGKUTS UNIVERSITY OF TECHNOLOGY THONBURI,THAILAND,677.0,11153.0,16.47,3.0,MATERIALS SCIENCE
KAOHSIUNG MEDICAL UNIVERSITY,TAIWAN,529.0,11131.0,21.04,6.0,MATERIALS SCIENCE
INSTITUTE OF PHYSICAL CHEMISTRY OF THE POLISH ACADEMY OF SCIENCES,POLAND,499.0,11128.0,22.3,4.0,MATERIALS SCIENCE
UNIVERSITY OF ENGINEERING & TECHNOLOGY LAHORE,PAKISTAN,654.0,11126.0,17.01,2.0,MATERIALS SCIENCE
NANYANG NORMAL COLLEGE,CHINA MAINLAND,395.0,11090.0,28.08,7.0,MATERIALS SCIENCE
XIAMEN UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,814.0,11088.0,13.62,5.0,MATERIALS SCIENCE
EGYPTIAN PETROLEUM RESEARCH INSTITUTE (EPRI),EGYPT,445.0,11049.0,24.83,3.0,MATERIALS SCIENCE
PAYAME NOOR UNIVERSITY,IRAN,488.0,11012.0,22.57,0.0,MATERIALS SCIENCE
UNIVERSIDADE FEDERAL DO ABC (UFABC),BRAZIL,669.0,11010.0,16.46,5.0,MATERIALS SCIENCE
CHINESE ACADEMY OF AGRICULTURAL SCIENCES,CHINA MAINLAND,582.0,11007.0,18.91,6.0,MATERIALS SCIENCE
FUJIAN MEDICAL UNIVERSITY,CHINA MAINLAND,587.0,10991.0,18.72,5.0,MATERIALS SCIENCE
UNIVERSITE DE MONASTIR,TUNISIA,1071.0,10991.0,10.26,0.0,MATERIALS SCIENCE
"MAHATMA GANDHI UNIVERSITY, KERALA",INDIA,508.0,10988.0,21.63,5.0,MATERIALS SCIENCE
CSIC - INSTITUTO DE CIENCIA DE MATERIALES DE ARAGON (ICMA),SPAIN,368.0,10987.0,29.86,3.0,MATERIALS SCIENCE
QIQIHAR UNIVERSITY,CHINA MAINLAND,583.0,10954.0,18.79,9.0,MATERIALS SCIENCE
KONGJU NATIONAL UNIVERSITY,SOUTH KOREA,746.0,10944.0,14.67,1.0,MATERIALS SCIENCE
UNIVERSITY OF WINDSOR,CANADA,385.0,10903.0,28.32,4.0,MATERIALS SCIENCE
UNIVERSITE DE HAUTE-ALSACE (UHA),FRANCE,608.0,10898.0,17.92,5.0,MATERIALS SCIENCE
UNIVERSITY OF PARMA,ITALY,683.0,10896.0,15.95,0.0,MATERIALS SCIENCE
INDIAN INSTITUTE OF ENGINEERING SCIENCE TECHNOLOGY SHIBPUR (IIEST),INDIA,691.0,10894.0,15.77,1.0,MATERIALS SCIENCE
MALEK ASHTAR UNIVERSITY OF TECHNOLOGY,IRAN,703.0,10888.0,15.49,0.0,MATERIALS SCIENCE
CNRS - NATIONAL INSTITUTE FOR BIOLOGY (INSB),FRANCE,374.0,10870.0,29.06,3.0,MATERIALS SCIENCE
OKLAHOMA STATE UNIVERSITY - STILLWATER,USA,447.0,10859.0,24.29,4.0,MATERIALS SCIENCE
UNIVERSITY OF TURKU,FINLAND,497.0,10839.0,21.81,7.0,MATERIALS SCIENCE
ERCIYES UNIVERSITY,TURKIYE,681.0,10835.0,15.91,1.0,MATERIALS SCIENCE
GOVERNMENT COLLEGE UNIVERSITY LAHORE,PAKISTAN,601.0,10828.0,18.02,20.0,MATERIALS SCIENCE
NUCL POWER INST CHINA,,996.0,10811.0,10.85,3.0,MATERIALS SCIENCE
UNIVERSIDADE FEDERAL DO CEARA,BRAZIL,649.0,10795.0,16.63,3.0,MATERIALS SCIENCE
ACADEMY OF MILITARY MEDICAL SCIENCES - CHINA,CHINA MAINLAND,320.0,10769.0,33.65,7.0,MATERIALS SCIENCE
QINGDAO AGRICULTURAL UNIVERSITY,CHINA MAINLAND,390.0,10762.0,27.59,6.0,MATERIALS SCIENCE
DELHI TECHNOLOGICAL UNIVERSITY,INDIA,633.0,10750.0,16.98,0.0,MATERIALS SCIENCE
FUJIAN UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,717.0,10741.0,14.98,6.0,MATERIALS SCIENCE
STELLENBOSCH UNIVERSITY,SOUTH AFRICA,331.0,10739.0,32.44,6.0,MATERIALS SCIENCE
IMDEA NANOCIENCIA,SPAIN,353.0,10737.0,30.42,4.0,MATERIALS SCIENCE
SHIZUOKA UNIVERSITY,JAPAN,740.0,10732.0,14.5,0.0,MATERIALS SCIENCE
TALLINN UNIVERSITY OF TECHNOLOGY,ESTONIA,666.0,10726.0,16.11,2.0,MATERIALS SCIENCE
UNIVERSITY OF MARYLAND BALTIMORE,USA,294.0,10704.0,36.41,4.0,MATERIALS SCIENCE
UNIVERSITY OF SHARJAH,UNITED ARAB EMIRATES,503.0,10703.0,21.28,3.0,MATERIALS SCIENCE
BAOJI UNIVERSITY OF ARTS & SCIENCES,CHINA MAINLAND,414.0,10681.0,25.8,14.0,MATERIALS SCIENCE
CHANGSHA UNIVERSITY,CHINA MAINLAND,347.0,10671.0,30.75,17.0,MATERIALS SCIENCE
"INSTITUTE OF NEW MATERIALS, GUANGDONG ACADEMY OF SCIENCES",CHINA MAINLAND,917.0,10664.0,11.63,5.0,MATERIALS SCIENCE
UNIVERSITY DJILLALI LIABES SIDI BEL ABBES,ALGERIA,423.0,10646.0,25.17,8.0,MATERIALS SCIENCE
ZHEJIANG LABORATORY,CHINA MAINLAND,496.0,10641.0,21.45,30.0,MATERIALS SCIENCE
FLORIDA INTERNATIONAL UNIVERSITY,USA,511.0,10635.0,20.81,4.0,MATERIALS SCIENCE
HUZHOU UNIVERSITY,CHINA MAINLAND,481.0,10628.0,22.1,6.0,MATERIALS SCIENCE
NATIONAL TAIWAN OCEAN UNIVERSITY,TAIWAN,508.0,10611.0,20.89,3.0,MATERIALS SCIENCE
CSIC - INSTITUTO DE CIENCIAS DE LA CONSTRUCCION EDUARDO TORROJA (IETCC),SPAIN,360.0,10603.0,29.45,3.0,MATERIALS SCIENCE
SECHENOV FIRST MOSCOW STATE MEDICAL UNIVERSITY,RUSSIA,486.0,10595.0,21.8,9.0,MATERIALS SCIENCE
JAPAN ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY (JAIST),JAPAN,434.0,10588.0,24.4,5.0,MATERIALS SCIENCE
DEFENCE METALLURGICAL RESEARCH LABORATORY (DMRL),INDIA,796.0,10584.0,13.3,0.0,MATERIALS SCIENCE
CSIR - NATIONAL INSTITUTE INTERDISCIPLINARY SCIENCE & TECHNOLOGY (NIIST),INDIA,519.0,10567.0,20.36,1.0,MATERIALS SCIENCE
UNIVERSIDAD DE MALAGA,SPAIN,544.0,10563.0,19.42,1.0,MATERIALS SCIENCE
UNITED ARAB EMIRATES UNIVERSITY,UNITED ARAB EMIRATES,559.0,10538.0,18.85,5.0,MATERIALS SCIENCE
ELETTRA SINCROTRONE TRIESTE,ITALY,573.0,10538.0,18.39,2.0,MATERIALS SCIENCE
UNIVERSITY OF IOWA,USA,343.0,10514.0,30.65,4.0,MATERIALS SCIENCE
DOKUZ EYLUL UNIVERSITY,TURKIYE,773.0,10513.0,13.6,1.0,MATERIALS SCIENCE
"DEPARTMENT OF SPACE (DOS), GOVERNMENT OF INDIA",INDIA,848.0,10507.0,12.39,1.0,MATERIALS SCIENCE
INSTITUTE OF CHEMICAL TECHNOLOGY - MUMBAI,INDIA,587.0,10499.0,17.89,3.0,MATERIALS SCIENCE
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,BRAZIL,811.0,10492.0,12.94,0.0,MATERIALS SCIENCE
NATIONAL INSTITUTE OF CHEMISTRY - SLOVENIA,SLOVENIA,501.0,10487.0,20.93,4.0,MATERIALS SCIENCE
SOOKMYUNG WOMEN'S UNIVERSITY,SOUTH KOREA,369.0,10471.0,28.38,6.0,MATERIALS SCIENCE
CONSERVATOIRE NATIONAL ARTS & METIERS (CNAM),FRANCE,439.0,10469.0,23.85,8.0,MATERIALS SCIENCE
TECHNICAL UNIVERSITY OF LIBEREC,CZECH REPUBLIC,833.0,10469.0,12.57,1.0,MATERIALS SCIENCE
UNIVERSITE DE ROUEN NORMANDIE,FRANCE,516.0,10467.0,20.28,3.0,MATERIALS SCIENCE
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - ROPAR,INDIA,632.0,10456.0,16.54,3.0,MATERIALS SCIENCE
DUBLIN CITY UNIVERSITY,IRELAND,402.0,10452.0,26.0,3.0,MATERIALS SCIENCE
BOSTON COLLEGE,USA,228.0,10427.0,45.73,8.0,MATERIALS SCIENCE
TAIBAH UNIVERSITY,SAUDI ARABIA,678.0,10421.0,15.37,0.0,MATERIALS SCIENCE
MARCHE POLYTECHNIC UNIVERSITY,ITALY,565.0,10416.0,18.44,0.0,MATERIALS SCIENCE
CSIC - INSTITUTO DE CERAMICA Y VIDRIO (ICV),SPAIN,699.0,10406.0,14.89,0.0,MATERIALS SCIENCE
KIRENSKY INSTITUTE OF PHYSICS,RUSSIA,443.0,10402.0,23.48,4.0,MATERIALS SCIENCE
HANBAT NATIONAL UNIVERSITY,SOUTH KOREA,755.0,10398.0,13.77,1.0,MATERIALS SCIENCE
UNIVERSITY OF CAGLIARI,ITALY,541.0,10382.0,19.19,2.0,MATERIALS SCIENCE
UNIVERSITY OF LOUISVILLE,USA,368.0,10348.0,28.12,4.0,MATERIALS SCIENCE
LG CORPORATION,SOUTH KOREA,385.0,10337.0,26.85,2.0,MATERIALS SCIENCE
TAIPEI MEDICAL UNIVERSITY,TAIWAN,507.0,10313.0,20.34,4.0,MATERIALS SCIENCE
KALASALINGAM ACADEMY OF RESEARCH & EDUCATION,INDIA,604.0,10246.0,16.96,1.0,MATERIALS SCIENCE
SUEZ UNIVERSITY,EGYPT,447.0,10241.0,22.91,5.0,MATERIALS SCIENCE
HEBEI UNIVERSITY OF ENGINEERING,CHINA MAINLAND,614.0,10226.0,16.65,4.0,MATERIALS SCIENCE
KARADENIZ TECHNICAL UNIVERSITY,TURKIYE,658.0,10197.0,15.5,4.0,MATERIALS SCIENCE
MARMARA UNIVERSITY,TURKIYE,756.0,10183.0,13.47,6.0,MATERIALS SCIENCE
CATHOLIC UNIVERSITY OF KOREA,SOUTH KOREA,398.0,10144.0,25.49,4.0,MATERIALS SCIENCE
UNIVERSITA DEGLI STUDI DI BARI ALDO MORO,ITALY,463.0,10141.0,21.9,2.0,MATERIALS SCIENCE
SHAHID RAJAEE TEACHER TRAINING UNIVERSITY (SRTTU),IRAN,492.0,10139.0,20.61,4.0,MATERIALS SCIENCE
UNIVERSITY OF JEDDAH,SAUDI ARABIA,540.0,10119.0,18.74,6.0,MATERIALS SCIENCE
SAVEETHA SCHOOL OF ENGINEERING,INDIA,1282.0,10108.0,7.88,6.0,MATERIALS SCIENCE
AUSTRALIAN CENTRE FOR ADVANCED PHOTOVOLTAICS,AUSTRALIA,173.0,10094.0,58.35,6.0,MATERIALS SCIENCE
KUMOH NATIONAL UNIVERSITY TECHNOLOGY,SOUTH KOREA,653.0,10085.0,15.44,9.0,MATERIALS SCIENCE
NATURAL RESOURCES CANADA,CANADA,457.0,10075.0,22.05,2.0,MATERIALS SCIENCE
TEXAS STATE UNIVERSITY SAN MARCOS,USA,349.0,10067.0,28.85,7.0,MATERIALS SCIENCE
CHONGQING ACADEMY OF SCIENCE & TECHNOLOGY,CHINA MAINLAND,272.0,10063.0,37.0,1.0,MATERIALS SCIENCE
