univ,country,docs,cites,cpp,top_papers,subject
SAN JOSE STATE UNIVERSITY,USA,748.0,6927.0,9.26,8.0,"SOCIAL SCIENCES, GENERAL"
BISPEBJERG HOSPITAL,DENMARK,430.0,6919.0,16.09,7.0,"SOCIAL SCIENCES, GENERAL"
HIROSHIMA UNIVERSITY,JAPAN,723.0,6919.0,9.57,18.0,"SOCIAL SCIENCES, GENERAL"
UNITED STATES ENVIRONMENTAL PROTECTION AGENCY,USA,295.0,6918.0,23.45,9.0,"SOCIAL SCIENCES, GENERAL"
ROBERT KOCH INSTITUTE,GERMANY (FED REP GER),619.0,6907.0,11.16,8.0,"SOCIAL SCIENCES, GENERAL"
DORTMUND UNIVERSITY OF TECHNOLOGY,GERMANY (FED REP GER),763.0,6900.0,9.04,10.0,"SOCIAL SCIENCES, GENERAL"
CALIFORNIA STATE UNIVERSITY LONG BEACH,USA,753.0,6883.0,9.14,3.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY HOHENHEIM,GERMANY (FED REP GER),370.0,6879.0,18.59,8.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF STUTTGART,GERMANY (FED REP GER),359.0,6874.0,19.15,5.0,"SOCIAL SCIENCES, GENERAL"
SOUTHERN ILLINOIS UNIVERSITY,USA,679.0,6868.0,10.11,4.0,"SOCIAL SCIENCES, GENERAL"
LINGNAN UNIVERSITY,HONG KONG,886.0,6868.0,7.75,10.0,"SOCIAL SCIENCES, GENERAL"
MONTANA STATE UNIVERSITY BOZEMAN,USA,596.0,6861.0,11.51,6.0,"SOCIAL SCIENCES, GENERAL"
MONTANA STATE UNIVERSITY SYSTEM,USA,596.0,6861.0,11.51,6.0,"SOCIAL SCIENCES, GENERAL"
LIFESPAN HEALTH RHODE ISLAND,USA,567.0,6858.0,12.1,4.0,"SOCIAL SCIENCES, GENERAL"
CHINA UNIVERSITY OF PETROLEUM,CHINA MAINLAND,288.0,6851.0,23.79,29.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF CATANIA,ITALY,475.0,6849.0,14.42,6.0,"SOCIAL SCIENCES, GENERAL"
THOMAS JEFFERSON UNIVERSITY,USA,608.0,6849.0,11.26,7.0,"SOCIAL SCIENCES, GENERAL"
DIW BERLIN - DEUTSCHES INSTITUT FUR WIRTSCHAFTSFORSCHUNG,GERMANY (FED REP GER),370.0,6846.0,18.5,13.0,"SOCIAL SCIENCES, GENERAL"
LEIBNIZ INSTITUT FUR SOZIALWISSENSCHAFTEN (GESIS),GERMANY (FED REP GER),552.0,6840.0,12.39,12.0,"SOCIAL SCIENCES, GENERAL"
SOOCHOW UNIVERSITY - CHINA,CHINA MAINLAND,812.0,6822.0,8.4,15.0,"SOCIAL SCIENCES, GENERAL"
FLOREY INSTITUTE OF NEUROSCIENCE & MENTAL HEALTH,AUSTRALIA,542.0,6803.0,12.55,6.0,"SOCIAL SCIENCES, GENERAL"
PARTHENOPE UNIVERSITY NAPLES,ITALY,332.0,6797.0,20.47,20.0,"SOCIAL SCIENCES, GENERAL"
ILLINOIS STATE UNIVERSITY,USA,785.0,6778.0,8.63,2.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF WINDSOR,CANADA,646.0,6772.0,10.48,4.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDAD DE EXTREMADURA,SPAIN,795.0,6767.0,8.51,7.0,"SOCIAL SCIENCES, GENERAL"
DEPAUL UNIVERSITY,USA,749.0,6766.0,9.03,3.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF SALFORD,ENGLAND,591.0,6757.0,11.43,4.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITA CA FOSCARI VENEZIA,ITALY,680.0,6750.0,9.93,4.0,"SOCIAL SCIENCES, GENERAL"
PEKING UNION MEDICAL COLLEGE,CHINA MAINLAND,721.0,6741.0,9.35,10.0,"SOCIAL SCIENCES, GENERAL"
VA GREATER LOS ANGELES HEALTHCARE SYSTEM,USA,473.0,6731.0,14.23,5.0,"SOCIAL SCIENCES, GENERAL"
NORWEGIAN SCHOOL OF SPORT SCIENCES,NORWAY,393.0,6725.0,17.11,9.0,"SOCIAL SCIENCES, GENERAL"
CENTRE DE RECERCA EN EPIDEMIOLOGIA AMBIENTAL (CREAL),SPAIN,99.0,6723.0,67.91,11.0,"SOCIAL SCIENCES, GENERAL"
SINAI HEALTH SYSTEM TORONTO,CANADA,442.0,6722.0,15.21,6.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MISSOURI KANSAS CITY,USA,644.0,6718.0,10.43,4.0,"SOCIAL SCIENCES, GENERAL"
NANJING UNIVERSITY OF INFORMATION SCIENCE & TECHNOLOGY,CHINA MAINLAND,328.0,6705.0,20.44,20.0,"SOCIAL SCIENCES, GENERAL"
SHANGHAI MARITIME UNIVERSITY,CHINA MAINLAND,441.0,6703.0,15.2,14.0,"SOCIAL SCIENCES, GENERAL"
NANJING UNIVERSITY OF FINANCE & ECONOMICS,CHINA MAINLAND,392.0,6672.0,17.02,28.0,"SOCIAL SCIENCES, GENERAL"
SOUTHERN METHODIST UNIVERSITY,USA,685.0,6653.0,9.71,4.0,"SOCIAL SCIENCES, GENERAL"
XI'AN JIAOTONG-LIVERPOOL UNIVERSITY,CHINA MAINLAND,618.0,6649.0,10.76,9.0,"SOCIAL SCIENCES, GENERAL"
FEDERATION UNIVERSITY AUSTRALIA,AUSTRALIA,626.0,6639.0,10.61,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MARYLAND BALTIMORE COUNTY,USA,571.0,6626.0,11.6,2.0,"SOCIAL SCIENCES, GENERAL"
EASTERN MICHIGAN UNIVERSITY,USA,343.0,6623.0,19.31,5.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF ALASKA SYSTEM,USA,566.0,6618.0,11.69,4.0,"SOCIAL SCIENCES, GENERAL"
ABO AKADEMI UNIVERSITY,FINLAND,705.0,6610.0,9.38,7.0,"SOCIAL SCIENCES, GENERAL"
NYU LANGONE MEDICAL CENTER,USA,409.0,6601.0,16.14,4.0,"SOCIAL SCIENCES, GENERAL"
TAIPEI MEDICAL UNIVERSITY,TAIWAN,652.0,6596.0,10.12,6.0,"SOCIAL SCIENCES, GENERAL"
NANJING MEDICAL UNIVERSITY,CHINA MAINLAND,800.0,6559.0,8.2,8.0,"SOCIAL SCIENCES, GENERAL"
HERTIE SCHOOL,GERMANY (FED REP GER),495.0,6555.0,13.24,9.0,"SOCIAL SCIENCES, GENERAL"
AFRICAN POPULATION & HEALTH RESEARCH CENTRE,KENYA,443.0,6547.0,14.78,3.0,"SOCIAL SCIENCES, GENERAL"
ALLIANCE MANCHESTER BUSINESS SCHOOL,ENGLAND,362.0,6512.0,17.99,10.0,"SOCIAL SCIENCES, GENERAL"
CENT VAL LOIRE COMUE,,495.0,6508.0,13.15,12.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,USA,673.0,6498.0,9.66,3.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF WURZBURG,GERMANY (FED REP GER),596.0,6492.0,10.89,8.0,"SOCIAL SCIENCES, GENERAL"
CLAREMONT COLLEGES,USA,821.0,6492.0,7.91,4.0,"SOCIAL SCIENCES, GENERAL"
CENTRAL UNIVERSITY OF FINANCE & ECONOMICS,CHINA MAINLAND,511.0,6485.0,12.69,8.0,"SOCIAL SCIENCES, GENERAL"
ROYAL SWEDISH ACADEMY OF SCIENCES,SWEDEN,123.0,6483.0,52.71,11.0,"SOCIAL SCIENCES, GENERAL"
CENTER FOR INTERNATIONAL FORESTRY RESEARCH (CIFOR),INDONESIA,231.0,6470.0,28.01,4.0,"SOCIAL SCIENCES, GENERAL"
SODERTORN UNIVERSITY,SWEDEN,724.0,6466.0,8.93,6.0,"SOCIAL SCIENCES, GENERAL"
KENYA MEDICAL RESEARCH INSTITUTE,KENYA,487.0,6461.0,13.27,2.0,"SOCIAL SCIENCES, GENERAL"
OTTO VON GUERICKE UNIVERSITY,GERMANY (FED REP GER),369.0,6453.0,17.49,11.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF IDAHO,USA,533.0,6435.0,12.07,5.0,"SOCIAL SCIENCES, GENERAL"
NIH EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT (NICHD),USA,349.0,6428.0,18.42,5.0,"SOCIAL SCIENCES, GENERAL"
MAX PLANCK INST SCI HUMAN HIST,,311.0,6425.0,20.66,4.0,"SOCIAL SCIENCES, GENERAL"
GUY'S & ST THOMAS' NHS FOUNDATION TRUST,ENGLAND,332.0,6424.0,19.35,6.0,"SOCIAL SCIENCES, GENERAL"
FENWAY HEALTH,USA,271.0,6415.0,23.67,6.0,"SOCIAL SCIENCES, GENERAL"
UNITED STATES DEPARTMENT OF THE INTERIOR,USA,344.0,6405.0,18.62,6.0,"SOCIAL SCIENCES, GENERAL"
OCEAN UNIVERSITY OF CHINA,CHINA MAINLAND,432.0,6403.0,14.82,19.0,"SOCIAL SCIENCES, GENERAL"
MEDICAL RESEARCH COUNCIL UK (MRC),ENGLAND,184.0,6401.0,34.79,11.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF REGINA,CANADA,525.0,6366.0,12.13,7.0,"SOCIAL SCIENCES, GENERAL"
BAHIR DAR UNIVERSITY,ETHIOPIA,511.0,6339.0,12.41,4.0,"SOCIAL SCIENCES, GENERAL"
THE SANTA FE INSTITUTE,USA,239.0,6335.0,26.51,16.0,"SOCIAL SCIENCES, GENERAL"
VA PITTSBURGH HEALTHCARE SYSTEM,USA,377.0,6332.0,16.8,2.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDADE ESTADUAL PAULISTA,BRAZIL,919.0,6323.0,6.88,1.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY DIEGO PORTALES,CHILE,634.0,6322.0,9.97,4.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF HERTFORDSHIRE,ENGLAND,626.0,6310.0,10.08,3.0,"SOCIAL SCIENCES, GENERAL"
MANIPAL ACADEMY OF HIGHER EDUCATION (MAHE),INDIA,560.0,6306.0,11.26,10.0,"SOCIAL SCIENCES, GENERAL"
NORTHWEST A&F UNIVERSITY - CHINA,CHINA MAINLAND,397.0,6301.0,15.87,26.0,"SOCIAL SCIENCES, GENERAL"
VA CONNECTICUT HEALTHCARE SYSTEM,USA,424.0,6292.0,14.84,6.0,"SOCIAL SCIENCES, GENERAL"
NIH NATIONAL INSTITUTE ON DRUG ABUSE (NIDA),USA,232.0,6288.0,27.1,9.0,"SOCIAL SCIENCES, GENERAL"
BEIJING UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,471.0,6286.0,13.35,18.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF THE FREE STATE,SOUTH AFRICA,1213.0,6274.0,5.17,3.0,"SOCIAL SCIENCES, GENERAL"
HANOI MEDICAL UNIVERSITY,VIETNAM,314.0,6255.0,19.92,6.0,"SOCIAL SCIENCES, GENERAL"
TABRIZ UNIVERSITY OF MEDICAL SCIENCE,IRAN,651.0,6255.0,9.61,4.0,"SOCIAL SCIENCES, GENERAL"
THE UNIVERSITY OF NOTRE DAME AUSTRALIA,AUSTRALIA,573.0,6254.0,10.91,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF JORDAN,JORDAN,621.0,6242.0,10.05,7.0,"SOCIAL SCIENCES, GENERAL"
NANJING AGRICULTURAL UNIVERSITY,CHINA MAINLAND,488.0,6239.0,12.78,17.0,"SOCIAL SCIENCES, GENERAL"
CARL VON OSSIETZKY UNIVERSITAT OLDENBURG,GERMANY (FED REP GER),606.0,6230.0,10.28,4.0,"SOCIAL SCIENCES, GENERAL"
UNITED NATIONS POPULATION FUND,USA,254.0,6227.0,24.52,10.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF NIGERIA,NIGERIA,1181.0,6217.0,5.26,5.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY TORONTO SCARBOROUGH,CANADA,480.0,6210.0,12.94,4.0,"SOCIAL SCIENCES, GENERAL"
BI NORWEGIAN BUSINESS SCHOOL,NORWAY,345.0,6208.0,17.99,12.0,"SOCIAL SCIENCES, GENERAL"
KERMANSHAH UNIVERSITY OF MEDICAL SCIENCES,IRAN,413.0,6204.0,15.02,11.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITES DE STRASBOURG ETABLISSEMENTS ASSOCIES,FRANCE,641.0,6198.0,9.67,7.0,"SOCIAL SCIENCES, GENERAL"
SWISS FEDERAL INSTITUTE OF AQUATIC SCIENCE & TECHNOLOGY (EAWAG),SWITZERLAND,215.0,6191.0,28.8,8.0,"SOCIAL SCIENCES, GENERAL"
NATIONAL TECHNICAL UNIVERSITY OF ATHENS,GREECE,346.0,6179.0,17.86,11.0,"SOCIAL SCIENCES, GENERAL"
UNIV CLERMONT AUVERGNE ASSOC,,572.0,6173.0,10.79,4.0,"SOCIAL SCIENCES, GENERAL"
JIANGXI UNIVERSITY OF FINANCE & ECONOMICS,CHINA MAINLAND,328.0,6170.0,18.81,17.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF SIENA,ITALY,514.0,6170.0,12.0,6.0,"SOCIAL SCIENCES, GENERAL"
PACIFIC NORTHWEST NATIONAL LABORATORY,USA,123.0,6168.0,50.15,10.0,"SOCIAL SCIENCES, GENERAL"
SULTAN QABOOS UNIVERSITY,OMAN,451.0,6158.0,13.65,15.0,"SOCIAL SCIENCES, GENERAL"
FREE UNIVERSITY OF BOZEN-BOLZANO,ITALY,323.0,6155.0,19.06,22.0,"SOCIAL SCIENCES, GENERAL"
PACIFIC INSTITUTE FOR RESEARCH & EVALUATION (PIRE),USA,413.0,6150.0,14.89,5.0,"SOCIAL SCIENCES, GENERAL"
SINTEF,NORWAY,302.0,6146.0,20.35,11.0,"SOCIAL SCIENCES, GENERAL"
ALEXANDRIA UNIVERSITY,EGYPT,433.0,6142.0,14.18,18.0,"SOCIAL SCIENCES, GENERAL"
ABERYSTWYTH UNIVERSITY,WALES,474.0,6141.0,12.96,7.0,"SOCIAL SCIENCES, GENERAL"
FOOD & AGRICULTURE ORGANIZATION OF THE UNITED NATIONS (FAO),ITALY,237.0,6139.0,25.9,10.0,"SOCIAL SCIENCES, GENERAL"
INSTITUT AGRO,FRANCE,512.0,6128.0,11.97,5.0,"SOCIAL SCIENCES, GENERAL"
KIRBY INSTITUTE,AUSTRALIA,562.0,6127.0,10.9,11.0,"SOCIAL SCIENCES, GENERAL"
HELMHOLTZ-CENTER MUNICH - GERMAN RESEARCH CENTER FOR ENVIRONMENTAL HEALTH,GERMANY (FED REP GER),309.0,6102.0,19.75,8.0,"SOCIAL SCIENCES, GENERAL"
BAYLOR COLLEGE MEDICAL HOSPITAL,USA,532.0,6101.0,11.47,2.0,"SOCIAL SCIENCES, GENERAL"
JORDAN UNIVERSITY OF SCIENCE & TECHNOLOGY,JORDAN,504.0,6096.0,12.1,7.0,"SOCIAL SCIENCES, GENERAL"
CALIFORNIA STATE UNIVERSITY NORTHRIDGE,USA,537.0,6073.0,11.31,7.0,"SOCIAL SCIENCES, GENERAL"
ZHEJIANG UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,439.0,6071.0,13.83,25.0,"SOCIAL SCIENCES, GENERAL"
PUBL HLTH WALES,,187.0,6070.0,32.46,5.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF AEGEAN,GREECE,334.0,6064.0,18.16,8.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF COLOMBO,SRI LANKA,290.0,6063.0,20.91,10.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITE DE STRASBOURG,FRANCE,609.0,6063.0,9.96,6.0,"SOCIAL SCIENCES, GENERAL"
NATIONAL OCEANIC ATMOSPHERIC ADMIN (NOAA) - USA,USA,323.0,6054.0,18.74,4.0,"SOCIAL SCIENCES, GENERAL"
LAWRENCE BERKELEY NATIONAL LABORATORY,USA,205.0,6039.0,29.46,9.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDAD DE CADIZ,SPAIN,587.0,6035.0,10.28,5.0,"SOCIAL SCIENCES, GENERAL"
SUNWAY UNIVERSITY,MALAYSIA,327.0,6010.0,18.38,31.0,"SOCIAL SCIENCES, GENERAL"
EOTVOS LORAND UNIVERSITY,HUNGARY,860.0,6004.0,6.98,4.0,"SOCIAL SCIENCES, GENERAL"
HOKKAIDO UNIVERSITY,JAPAN,524.0,6002.0,11.45,4.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF BUCHAREST,ROMANIA,618.0,6001.0,9.71,9.0,"SOCIAL SCIENCES, GENERAL"
TUFTS MEDICAL CENTER,USA,313.0,6000.0,19.17,8.0,"SOCIAL SCIENCES, GENERAL"
CRANFIELD UNIVERSITY,ENGLAND,346.0,5999.0,17.34,11.0,"SOCIAL SCIENCES, GENERAL"
INTERNATIONAL INSTITUTE FOR POPULATION SCIENCES,INDIA,509.0,5993.0,11.77,3.0,"SOCIAL SCIENCES, GENERAL"
STATISTICS CANADA,CANADA,416.0,5986.0,14.39,2.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITE BOURGOGNE EUROPE,FRANCE,426.0,5983.0,14.04,5.0,"SOCIAL SCIENCES, GENERAL"
NIH NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES (NIEHS),USA,274.0,5979.0,21.82,3.0,"SOCIAL SCIENCES, GENERAL"
ST. PAUL'S HOSPITAL,CANADA,378.0,5979.0,15.82,5.0,"SOCIAL SCIENCES, GENERAL"
WESTERN MICHIGAN UNIVERSITY,USA,823.0,5969.0,7.25,1.0,"SOCIAL SCIENCES, GENERAL"
NEW YORK CITY DEPARTMENT OF HEALTH & MENTAL HYGIENE,USA,477.0,5963.0,12.5,1.0,"SOCIAL SCIENCES, GENERAL"
LEIBNIZ INSTITUTE FOR PREVENTION RESEARCH & EPIDEMIOLOGY (BIPS),GERMANY (FED REP GER),402.0,5960.0,14.83,6.0,"SOCIAL SCIENCES, GENERAL"
SENCKENBERG GESELLSCHAFT FUR NATURFORSCHUNG (SGN),GERMANY (FED REP GER),291.0,5949.0,20.44,4.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MAINE ORONO,USA,541.0,5942.0,10.98,3.0,"SOCIAL SCIENCES, GENERAL"
CITY UNIVERSITY OF MACAU,MACAU,586.0,5941.0,10.14,21.0,"SOCIAL SCIENCES, GENERAL"
KOC UNIVERSITY,TURKIYE,596.0,5940.0,9.97,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF NEUCHATEL,SWITZERLAND,519.0,5938.0,11.44,8.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDADE DE VIGO,SPAIN,801.0,5937.0,7.41,4.0,"SOCIAL SCIENCES, GENERAL"
CALIFORNIA STATE UNIVERSITY FULLERTON,USA,594.0,5930.0,9.98,7.0,"SOCIAL SCIENCES, GENERAL"
PAN AMERICAN HEALTH ORGANIZATION,USA,501.0,5926.0,11.83,5.0,"SOCIAL SCIENCES, GENERAL"
EUROPEAN COMMISS,,338.0,5922.0,17.52,13.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF TOLEDO,USA,451.0,5920.0,13.13,7.0,"SOCIAL SCIENCES, GENERAL"
BAKER HEART AND DIABETES INSTITUTE,AUSTRALIA,195.0,5918.0,30.35,4.0,"SOCIAL SCIENCES, GENERAL"
DANISH CANCER SOCIETY,DENMARK,324.0,5906.0,18.23,2.0,"SOCIAL SCIENCES, GENERAL"
HUAZHONG AGRICULTURAL UNIVERSITY,CHINA MAINLAND,359.0,5901.0,16.44,12.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF GAVLE,SWEDEN,474.0,5899.0,12.45,3.0,"SOCIAL SCIENCES, GENERAL"
FDA CENTER FOR TOBACCO PRODUCTS (CTP),USA,218.0,5894.0,27.04,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSIDAD DE LA LAGUNA,SPAIN,656.0,5894.0,8.98,5.0,"SOCIAL SCIENCES, GENERAL"
IMAM ABDULRAHMAN BIN FAISAL UNIVERSITY,SAUDI ARABIA,429.0,5885.0,13.72,11.0,"SOCIAL SCIENCES, GENERAL"
JAMES MADISON UNIVERSITY,USA,678.0,5885.0,8.68,2.0,"SOCIAL SCIENCES, GENERAL"
ALAN TURING INSTITUTE,ENGLAND,296.0,5882.0,19.87,13.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF CYPRUS,CYPRUS,603.0,5858.0,9.71,6.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,USA,464.0,5857.0,12.62,7.0,"SOCIAL SCIENCES, GENERAL"
UNI RES HLTH,,67.0,5855.0,87.39,1.0,"SOCIAL SCIENCES, GENERAL"
NATIONWIDE CHILDRENS HOSPITAL,USA,558.0,5840.0,10.47,1.0,"SOCIAL SCIENCES, GENERAL"
PENNINGTON BIOMEDICAL RESEARCH CENTER,USA,163.0,5837.0,35.81,13.0,"SOCIAL SCIENCES, GENERAL"
ARIEL UNIVERSITY,ISRAEL,916.0,5832.0,6.37,2.0,"SOCIAL SCIENCES, GENERAL"
STOCKHOLM ENVIRONMENT INSTITUTE,SWEDEN,182.0,5826.0,32.01,16.0,"SOCIAL SCIENCES, GENERAL"
CENTRO EURO-MEDITERRANEO SUI CAMBIAMENTI CLIMATICI (CMCC),ITALY,84.0,5824.0,69.33,10.0,"SOCIAL SCIENCES, GENERAL"
LAVAL UNIVERSITY HOSPITAL,CANADA,364.0,5824.0,16.0,9.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF EAST LONDON,ENGLAND,435.0,5821.0,13.38,9.0,"SOCIAL SCIENCES, GENERAL"
FINNISH ENVIRONMENT INSTITUTE,FINLAND,238.0,5816.0,24.44,7.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF MALTA,MALTA,542.0,5814.0,10.73,11.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY TORONTO MISSISSAUGA,CANADA,502.0,5810.0,11.57,3.0,"SOCIAL SCIENCES, GENERAL"
NORD UNIVERSITY,NORWAY,606.0,5809.0,9.59,4.0,"SOCIAL SCIENCES, GENERAL"
PUSAN NATIONAL UNIVERSITY,SOUTH KOREA,563.0,5808.0,10.32,10.0,"SOCIAL SCIENCES, GENERAL"
HAINAN UNIVERSITY,CHINA MAINLAND,513.0,5805.0,11.32,32.0,"SOCIAL SCIENCES, GENERAL"
REGION STOCKHOLM,SWEDEN,259.0,5792.0,22.36,6.0,"SOCIAL SCIENCES, GENERAL"
BABES BOLYAI UNIVERSITY FROM CLUJ,ROMANIA,862.0,5790.0,6.72,8.0,"SOCIAL SCIENCES, GENERAL"
MEKELLE UNIVERSITY,ETHIOPIA,312.0,5789.0,18.55,11.0,"SOCIAL SCIENCES, GENERAL"
NATIONAL SUN YAT SEN UNIVERSITY,TAIWAN,573.0,5787.0,10.1,7.0,"SOCIAL SCIENCES, GENERAL"
WESTERN NORWAY RES INST,,104.0,5777.0,55.55,17.0,"SOCIAL SCIENCES, GENERAL"
IFO INSTITUT,GERMANY (FED REP GER),394.0,5768.0,14.64,7.0,"SOCIAL SCIENCES, GENERAL"
HAUKELAND UNIVERSITY HOSPITAL,NORWAY,348.0,5763.0,16.56,2.0,"SOCIAL SCIENCES, GENERAL"
EDGE HILL UNIVERSITY,ENGLAND,618.0,5757.0,9.32,4.0,"SOCIAL SCIENCES, GENERAL"
DONGBEI UNIVERSITY OF FINANCE & ECONOMICS,CHINA MAINLAND,321.0,5751.0,17.92,16.0,"SOCIAL SCIENCES, GENERAL"
NATIONAL CHENGCHI UNIVERSITY,TAIWAN,710.0,5745.0,8.09,2.0,"SOCIAL SCIENCES, GENERAL"
CMS ALLIANCE TO MODERNIZE HEALTHCARE,USA,231.0,5737.0,24.84,5.0,"SOCIAL SCIENCES, GENERAL"
CENTERS FOR MEDICARE & MEDICAID SERVICES,USA,230.0,5725.0,24.89,5.0,"SOCIAL SCIENCES, GENERAL"
VILLANOVA UNIVERSITY,USA,469.0,5721.0,12.2,6.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF DHAKA,BANGLADESH,563.0,5712.0,10.15,6.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITA DI MODENA E REGGIO EMILIA,ITALY,532.0,5707.0,10.73,5.0,"SOCIAL SCIENCES, GENERAL"
TEXAS CHRISTIAN UNIVERSITY,USA,670.0,5706.0,8.52,1.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF PUERTO RICO,USA,678.0,5705.0,8.41,9.0,"SOCIAL SCIENCES, GENERAL"
XINJIANG UNIVERSITY,CHINA MAINLAND,300.0,5699.0,19.0,41.0,"SOCIAL SCIENCES, GENERAL"
HOSPITAL CLINIC DE BARCELONA,SPAIN,410.0,5694.0,13.89,9.0,"SOCIAL SCIENCES, GENERAL"
NAGOYA UNIVERSITY,JAPAN,617.0,5691.0,9.22,1.0,"SOCIAL SCIENCES, GENERAL"
LAPPEENRANTA-LAHTI UNIVERSITY OF TECHNOLOGY LUT,FINLAND,246.0,5673.0,23.06,16.0,"SOCIAL SCIENCES, GENERAL"
DUY TAN UNIVERSITY,VIETNAM,213.0,5670.0,26.62,8.0,"SOCIAL SCIENCES, GENERAL"
HO CHI MINH CITY UNIVERSITY ECONOMICS,VIETNAM,271.0,5667.0,20.91,18.0,"SOCIAL SCIENCES, GENERAL"
HUNGARIAN ACADEMY OF SCIENCES,HUNGARY,472.0,5667.0,12.01,2.0,"SOCIAL SCIENCES, GENERAL"
RHODES UNIVERSITY,SOUTH AFRICA,621.0,5666.0,9.12,9.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITAT GREIFSWALD,GERMANY (FED REP GER),501.0,5665.0,11.31,8.0,"SOCIAL SCIENCES, GENERAL"
UNIVERSITY OF PAVIA,ITALY,591.0,5664.0,9.58,3.0,"SOCIAL SCIENCES, GENERAL"
JOHANNES KEPLER UNIVERSITY LINZ,AUSTRIA,387.0,5660.0,14.63,11.0,"SOCIAL SCIENCES, GENERAL"
NATIONAL CENTRAL UNIVERSITY,TAIWAN,405.0,5650.0,13.95,5.0,"SOCIAL SCIENCES, GENERAL"
DEMOCRITUS UNIVERSITY OF THRACE,GREECE,266.0,5648.0,21.23,4.0,"SOCIAL SCIENCES, GENERAL"
ECONOMIC & SOCIAL RESEARCH COUNCIL (ESRC),ENGLAND,280.0,5629.0,20.1,5.0,"SOCIAL SCIENCES, GENERAL"
LAKEHEAD UNIVERSITY,CANADA,491.0,5625.0,11.46,4.0,"SOCIAL SCIENCES, GENERAL"
MASSACHUSETTS DEPARTMENT OF PUBLIC HEALTH,USA,422.0,5615.0,13.31,9.0,"SOCIAL SCIENCES, GENERAL"
OAKLAND UNIVERSITY,USA,621.0,5606.0,9.03,6.0,"SOCIAL SCIENCES, GENERAL"
FONDAZIONE MATTEI,ITALY,68.0,5593.0,82.25,6.0,"SOCIAL SCIENCES, GENERAL"
VIETNAM NATIONAL UNIVERSITY HANOI (VNU HANOI) SYSTEM,VIETNAM,357.0,5593.0,15.67,9.0,"SOCIAL SCIENCES, GENERAL"
AUDENCIA,FRANCE,196.0,5590.0,28.52,21.0,"SOCIAL SCIENCES, GENERAL"
SCUOLA SUPERIORE SANT'ANNA,ITALY,393.0,5579.0,14.2,3.0,"SOCIAL SCIENCES, GENERAL"
PARTNERS HEALTHCARE SYSTEM,USA,196.0,5540.0,28.27,8.0,"SOCIAL SCIENCES, GENERAL"
